"","language","speechno","sentence_text","pre_sentence","post_sentence"
"SV33_4","SV",33,"Det är också nödvändigt att återställa miljön på ett bra sätt.","Jag tänker i första hand på sociala och ekonomiska konsekvenser på regional nivå. Det är viktigt att vi använder subventioner för att underlätta nedläggningen av gruvor på ett förnuftigt sätt: att se till att de anställda som berörs omskolas och omplaceras inom andra sektorer av arbetsmarknaden.","Utan dessa åtgärder finns det en risk för att EU kommer att spara mindre pengar på indragna subventioner än de pengar som måste läggas ut för att lindra skadorna. Man måste noga överväga om det överhuvudtaget är till någon nytta att lägga ned kolgruvor, om det enda vi vinner på det är att vi för de återstående kraftverken måste ersätta inhemskt kol med kol som hämtas utanför den gemensamma marknaden."
"SV33_5","SV",33,"Utan dessa åtgärder finns det en risk för att EU kommer att spara mindre pengar på indragna subventioner än de pengar som måste läggas ut för att lindra skadorna.","Det är viktigt att vi använder subventioner för att underlätta nedläggningen av gruvor på ett förnuftigt sätt: att se till att de anställda som berörs omskolas och omplaceras inom andra sektorer av arbetsmarknaden. Det är också nödvändigt att återställa miljön på ett bra sätt.","Man måste noga överväga om det överhuvudtaget är till någon nytta att lägga ned kolgruvor, om det enda vi vinner på det är att vi för de återstående kraftverken måste ersätta inhemskt kol med kol som hämtas utanför den gemensamma marknaden. Är det ändamålsenligt att stänga koleldade kraftverk, en av de billigaste källorna till elproduktion, när alarmerande tecken på energibrist börjar märkas runtom i världen?"
"SV33_6","SV",33,"Man måste noga överväga om det överhuvudtaget är till någon nytta att lägga ned kolgruvor, om det enda vi vinner på det är att vi för de återstående kraftverken måste ersätta inhemskt kol med kol som hämtas utanför den gemensamma marknaden.","Det är också nödvändigt att återställa miljön på ett bra sätt. Utan dessa åtgärder finns det en risk för att EU kommer att spara mindre pengar på indragna subventioner än de pengar som måste läggas ut för att lindra skadorna.","Är det ändamålsenligt att stänga koleldade kraftverk, en av de billigaste källorna till elproduktion, när alarmerande tecken på energibrist börjar märkas runtom i världen? Vi måste även tänka på de ökande energibehoven i EU samt kolets roll för en trygg energiförsörjning."
"SV33_7","SV",33,"Är det ändamålsenligt att stänga koleldade kraftverk, en av de billigaste källorna till elproduktion, när alarmerande tecken på energibrist börjar märkas runtom i världen?","Utan dessa åtgärder finns det en risk för att EU kommer att spara mindre pengar på indragna subventioner än de pengar som måste läggas ut för att lindra skadorna. Man måste noga överväga om det överhuvudtaget är till någon nytta att lägga ned kolgruvor, om det enda vi vinner på det är att vi för de återstående kraftverken måste ersätta inhemskt kol med kol som hämtas utanför den gemensamma marknaden.","Vi måste även tänka på de ökande energibehoven i EU samt kolets roll för en trygg energiförsörjning. Vi får inte tillåta att anläggningar som det ungerska kraftverket Vértes och Oroszlánygruvan läggs ned utan noggrant utformade och detaljerade planer."
"SV33_8","SV",33,"Vi måste även tänka på de ökande energibehoven i EU samt kolets roll för en trygg energiförsörjning.","Man måste noga överväga om det överhuvudtaget är till någon nytta att lägga ned kolgruvor, om det enda vi vinner på det är att vi för de återstående kraftverken måste ersätta inhemskt kol med kol som hämtas utanför den gemensamma marknaden. Är det ändamålsenligt att stänga koleldade kraftverk, en av de billigaste källorna till elproduktion, när alarmerande tecken på energibrist börjar märkas runtom i världen?","Vi får inte tillåta att anläggningar som det ungerska kraftverket Vértes och Oroszlánygruvan läggs ned utan noggrant utformade och detaljerade planer. Dessa planer måste omfatta lösningar för de anställdas situation, återställande av miljön och genom välgrundade konsekvensanalyser visa att en nedläggning är oundviklig och är det bästa alternativet för att minska förorenande utsläpp."
"SV33_9","SV",33,"Vi får inte tillåta att anläggningar som det ungerska kraftverket Vértes och Oroszlánygruvan läggs ned utan noggrant utformade och detaljerade planer.","Är det ändamålsenligt att stänga koleldade kraftverk, en av de billigaste källorna till elproduktion, när alarmerande tecken på energibrist börjar märkas runtom i världen? Vi måste även tänka på de ökande energibehoven i EU samt kolets roll för en trygg energiförsörjning.","Dessa planer måste omfatta lösningar för de anställdas situation, återställande av miljön och genom välgrundade konsekvensanalyser visa att en nedläggning är oundviklig och är det bästa alternativet för att minska förorenande utsläpp. Programmet för grön tillväxt får inte innehålla några åtgärder som skulle orsaka allvarliga ekonomiska och sociala problem."
"SV33_10","SV",33,"Dessa planer måste omfatta lösningar för de anställdas situation, återställande av miljön och genom välgrundade konsekvensanalyser visa att en nedläggning är oundviklig och är det bästa alternativet för att minska förorenande utsläpp.","Vi måste även tänka på de ökande energibehoven i EU samt kolets roll för en trygg energiförsörjning. Vi får inte tillåta att anläggningar som det ungerska kraftverket Vértes och Oroszlánygruvan läggs ned utan noggrant utformade och detaljerade planer.","Programmet för grön tillväxt får inte innehålla några åtgärder som skulle orsaka allvarliga ekonomiska och sociala problem."
"SV33_11","SV",33,"Programmet för grön tillväxt får inte innehålla några åtgärder som skulle orsaka allvarliga ekonomiska och sociala problem.","Vi får inte tillåta att anläggningar som det ungerska kraftverket Vértes och Oroszlánygruvan läggs ned utan noggrant utformade och detaljerade planer. Dessa planer måste omfatta lösningar för de anställdas situation, återställande av miljön och genom välgrundade konsekvensanalyser visa att en nedläggning är oundviklig och är det bästa alternativet för att minska förorenande utsläpp.",""
"SV34_1","SV",34,"Eija-Riitta Korhola (PPE), skriftlig.","","- (FI) Det är rätt och riktigt av EU att försöka minska användningen av kol. Eftersom det långsiktiga målet för Europa och människosläktet är att göra sig fria från beroendet av fossila bränslen måste vi inse att europeiska kolgruvor förr eller senare måste anpassas till förändringen."
"SV34_2","SV",34,"- (FI) Det är rätt och riktigt av EU att försöka minska användningen av kol.","Eija-Riitta Korhola (PPE), skriftlig.","Eftersom det långsiktiga målet för Europa och människosläktet är att göra sig fria från beroendet av fossila bränslen måste vi inse att europeiska kolgruvor förr eller senare måste anpassas till förändringen. Globaliseringen innebär att kolet kommer att utsättas för en avsevärd prispress."
"SV34_3","SV",34,"Eftersom det långsiktiga målet för Europa och människosläktet är att göra sig fria från beroendet av fossila bränslen måste vi inse att europeiska kolgruvor förr eller senare måste anpassas till förändringen.","Eija-Riitta Korhola (PPE), skriftlig. - (FI) Det är rätt och riktigt av EU att försöka minska användningen av kol.","Globaliseringen innebär att kolet kommer att utsättas för en avsevärd prispress. Av den anledningen kommer produktionen att flyttas till länder där arbetskraften är billigare, medan arbetstillfällen och inkomster kommer att ebba ut i de områden inom EU där kol produceras, eftersom gruvorna inte längre kan stå emot konkurrensen."
"SV34_4","SV",34,"Globaliseringen innebär att kolet kommer att utsättas för en avsevärd prispress.","- (FI) Det är rätt och riktigt av EU att försöka minska användningen av kol. Eftersom det långsiktiga målet för Europa och människosläktet är att göra sig fria från beroendet av fossila bränslen måste vi inse att europeiska kolgruvor förr eller senare måste anpassas till förändringen.","Av den anledningen kommer produktionen att flyttas till länder där arbetskraften är billigare, medan arbetstillfällen och inkomster kommer att ebba ut i de områden inom EU där kol produceras, eftersom gruvorna inte längre kan stå emot konkurrensen. Denna utveckling är visserligen ovälkommen, men myndigheternas agerande får inte gå stick i stäv mot marknadsekonomins grundprinciper."
"SV34_5","SV",34,"Av den anledningen kommer produktionen att flyttas till länder där arbetskraften är billigare, medan arbetstillfällen och inkomster kommer att ebba ut i de områden inom EU där kol produceras, eftersom gruvorna inte längre kan stå emot konkurrensen.","Eftersom det långsiktiga målet för Europa och människosläktet är att göra sig fria från beroendet av fossila bränslen måste vi inse att europeiska kolgruvor förr eller senare måste anpassas till förändringen. Globaliseringen innebär att kolet kommer att utsättas för en avsevärd prispress.","Denna utveckling är visserligen ovälkommen, men myndigheternas agerande får inte gå stick i stäv mot marknadsekonomins grundprinciper. Olönsam produktion bör inte hållas vid liv med hjälp av konstgjord andning för evigt."
"SV34_6","SV",34,"Denna utveckling är visserligen ovälkommen, men myndigheternas agerande får inte gå stick i stäv mot marknadsekonomins grundprinciper.","Globaliseringen innebär att kolet kommer att utsättas för en avsevärd prispress. Av den anledningen kommer produktionen att flyttas till länder där arbetskraften är billigare, medan arbetstillfällen och inkomster kommer att ebba ut i de områden inom EU där kol produceras, eftersom gruvorna inte längre kan stå emot konkurrensen.","Olönsam produktion bör inte hållas vid liv med hjälp av konstgjord andning för evigt. Vi måste komma ihåg att strukturförändringar av denna omfattning oundvikligen kommer att ha långtgående och dramatiska konsekvenser."
"SV34_7","SV",34,"Olönsam produktion bör inte hållas vid liv med hjälp av konstgjord andning för evigt.","Av den anledningen kommer produktionen att flyttas till länder där arbetskraften är billigare, medan arbetstillfällen och inkomster kommer att ebba ut i de områden inom EU där kol produceras, eftersom gruvorna inte längre kan stå emot konkurrensen. Denna utveckling är visserligen ovälkommen, men myndigheternas agerande får inte gå stick i stäv mot marknadsekonomins grundprinciper.","Vi måste komma ihåg att strukturförändringar av denna omfattning oundvikligen kommer att ha långtgående och dramatiska konsekvenser. Gruvnedläggningar innebär ofta slutet för ett områdes huvudsakliga inkomstkälla."
"SV34_8","SV",34,"Vi måste komma ihåg att strukturförändringar av denna omfattning oundvikligen kommer att ha långtgående och dramatiska konsekvenser.","Denna utveckling är visserligen ovälkommen, men myndigheternas agerande får inte gå stick i stäv mot marknadsekonomins grundprinciper. Olönsam produktion bör inte hållas vid liv med hjälp av konstgjord andning för evigt.","Gruvnedläggningar innebär ofta slutet för ett områdes huvudsakliga inkomstkälla. Detta återspeglas i städernas kapacitet att tillhandahålla service för sina invånare och leder till hela samhällens tillbakagång."
